ticker,sector,quarter,role,speaker,sentence,topic_id,topic_label
MARUTI,Auto,Q3FY25,Analyst,Rahul Bharti,It's just that we are serving about 100 markets.,0,Cost & Sales Performance
MARUTI,Auto,Q3FY25,Analyst,Pramod Amthe,And the last one is with regard to the EU and UK FTA.,-1,General Discussion
MARUTI,Auto,Q3FY25,Analyst,Pramod Amthe,How do you see an opportunity for you,1,Analyst Q&A
MARUTI,Auto,Q3FY25,Analyst,Rahul Bharti,The preliminary details that have come out seem to be quite positive.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"Good afternoon, ladies and gentlemen, and thank you for joining us.",2,Business Opportunities
MARUTI,Auto,Q4FY25,Analyst,Gunjan Prithyani,My first question is on the cost headwinds and thanks for giving that margin bridge.,8,Macro & Scale Commentary
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"So though you asked only about margin, but I'll speak about both demand",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Gunjan Prithyani,"Do we see a similar sort of cost headwind going into quarter 1 as well, 80 basis points",8,Macro & Scale Commentary
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,A lot of mitigation actions are in progress.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"In fact, that management spends a lot of time on this.",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Gunjan Prithyani,My second question is on the emission regulations now.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,The final draft is yet to be notified.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Gunjan Prithyani,What can be the cost increase because of flex-fuel for upgrading the engine or complement,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"First of all, let me tell you, there are two distinct movements happening in ethanol.",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,"Sachs. Please go ahead.
Chandramouli Muthiah","Hi, good evening and thanks for taking my question.",2,Business Opportunities
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,Our Chairman just mentioned that this time we would be thinking of utilizing our new plants.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Chandramouli Muthiah,"You mentioned that there will be 250,000 units of additional",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Chandramouli Muthiah,"So just related to that, last year when you had put the first Greenfield in Kharkhoda, there",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Arnab Roy,"There will be some ramp-up definitely for the Kharkhoda Phase 2 plant, but we do not expect",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Chandramouli Muthiah,"And last question, just bookkeeping questions around the other income",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Chandramouli Muthiah,"And just the retail numbers, Maruti's retail volume number for the quarter.",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Chandramouli Muthiah,Thank you very much and all the best.,2,Business Opportunities
MARUTI,Auto,Q4FY25,Analyst,"Please go ahead.
Raghunandhan NL","Sir, firstly, if you can indicate growth or",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,It is a very hard to draw a line between urban and rural because the boundaries are blurring now.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Raghunandhan NL,And how are you seeing the trend in the first-time buyers and the share increase?,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,Happy to share that the first-time buyer is about 51% in Q4 FY26.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,Q3FY26 was at 48% and Q4FY26 at 51%.,1,Analyst Q&A
MARUTI,Auto,Q4FY25,Analyst,Raghunandhan NL,"And this also aligns with that 130,000 small car orders, which",5,New Business & Emerging Trends
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,What we can share with you is that EBIT margin has expanded by about 50 bps on account of,0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Management,Kumar Rakesh,Good evening and thank you for taking my question.,2,Business Opportunities
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"We have a healthy product line-up, and we'll keep our customers enthralled.",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Management,Kumar Rakesh,"But can we imply that going by that run rate, we should be having one new nameplate at",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"See, a model development is about 4 years lead time.",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,So it's not necessary that we space it out,-1,General Discussion
MARUTI,Auto,Q4FY25,Management,Kumar Rakesh,"And on the EV side, e VITARA now is launched in the domestic market as well.",5,New Business & Emerging Trends
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"In fact, in my opening message, I mentioned that we are happy that",1,Analyst Q&A
MARUTI,Auto,Q4FY25,Management,Kumar Rakesh,Just one final question on the margin side.,0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Management,Kumar Rakesh,I understand you spoke about that there are a,1,Analyst Q&A
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,So it's always difficult to give out a guidance on margins.,0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,But what I can tell you is the quarter,1,Analyst Q&A
MARUTI,Auto,Q4FY25,Analyst,Arvind Sharma,"First would be on a Q-o-Q basis, ASPs have increased a",1,Analyst Q&A
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,We do believe that there is still headroom for ASP because of the upper segment models.,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"For example, EVs have to increase in the future.",5,New Business & Emerging Trends
MARUTI,Auto,Q4FY25,Analyst,Arvind Sharma,"And on the balance sheet, just 2 points.",-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Arvind Sharma,What is the capex plan for these 2 expansions for,-1,General Discussion
MARUTI,Auto,Q4FY25,Analyst,Arnab Roy,"Overall, on the capex for FY 26-27, we are looking at a INR14,000 crores capex for the full",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Arnab Roy,"There will be always small timing issues, but let me just quickly see that once.",1,Analyst Q&A
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,So we'll come back on this while he has a look on the inventory.,0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Management,Amit Hiranandani,"Yes, thanks team for the opportunity and congrats for a reasonable set of numbers despite the",2,Business Opportunities
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"We are speaking about Maruti, not the domestic PV industry.",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"If you can help me predict the war, I can predict the export number.",0,Cost & Sales Performance
MARUTI,Auto,Q4FY25,Analyst,Rahul Bharti,"Sorry, there was one question which needs to be addressed.",1,Analyst Q&A
MARUTI,Auto,Q4FY25,Analyst,Arnab Roy,So let me come back on the earlier inventory question before we close.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Abhishek Sharma,Good evening and a warm welcome to our first quarter FY'26 Earnings Call.,2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,Welcome and thank you for joining us in this earnings call after the,2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,I shall take you through the performance of our India business.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I will provide an update on the performance of our US business.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,I will provide an update on the performance highlights of our other businesses,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,"They plan to refile the application at an appropriate time when they have the requisite information. Sun Pharma
Corporate Office","Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Abhishek Sharma,"Operator, if we can open the queue for Q&A.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"Hi, thank you for the opportunity and good evening.",2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"Yes, the plan is to present the data or publish the trial result in a reputed journal before we start",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"And the second question is regarding, we had suggested that there",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"So, in addition to the actual cost outgo, there will also be amortization of the cost of the",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"So, this 100 million includes both the cash and amortization charge",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"No, I think it will be the direct cost 100 million.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,Amortization will be factored in our guidance that we have given.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"I have more questions, I will join back the queue.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"So, we just launched Leqselvi a couple weeks ago.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Neha Manpuria,"And Rick, in your view, when do you think this starts converting into revenue contributions,",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"If we plan, we will see some impact this year, this fiscal year.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Neha Manpuria,My second question is on the ROW market.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Neha Manpuria,That seems to have seen a very strong,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"No, I think she's asking about the rest of the world market.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Neha Manpuria,I am sorry if I could squeeze in one more question.,1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"Yes, maybe Rick, you can respond because I am away from market that way.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"Yes, I would say we have no further information on the MFN executive order.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Damayanti Kerai,"Hi, good evening and thank you for the opportunity.",2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We actually have a significant footprint in the United States already.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Damayanti Kerai,If you can indicate broadly what percentage of sales come from your U.S. plant at this point,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Damayanti Kerai,But you think the current capacity is good enough for you in case you need to onshore,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Damayanti Kerai,And my second question is on the Revlimid opportunity.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I would say our generics business faces up and downs quarterly due to lenalidomide.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Damayanti Kerai,But does 1Q has significant contribution from that product?,1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Abhishek Sharma,"So Damayanti, Q1 lenalidomide sales were moderately higher versus Q4.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"So I think when you look at the numbers, you also need to look at dosing.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Bino Pathiparampil,And just a question on the one-off settlement that you have done.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,"Out of the $200 million, we were carrying a provision for part",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Management,Shashank Krishnakumar,My first question was on the domestic business.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,The majority of the growth is coming from prescription business.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Shashank Krishnakumar,"So my second question was, again, last quarter we had indicated that",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"So, I think if you look at that way globally, there's a lot of",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Surya Narayan Patra,"Taking the GLP point further, could you give some sense",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"I think Maybe Alok, you want to respond, but I don't know whether we share this information.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,"I think Canada, Brazil, we have not shared the information, but what I can share is about in",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Surya Narayan Patra,"Dilip sir, My second question was about the cash deployment",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"No, I think we have indicated that we will continue to look for opportunities to strengthen our",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"Yes, I mean, generally, this asset is easier to do a global deal.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Surya Narayan Patra,"Sir, I was just looking at the China development also.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"No, I think it's an option that we are creating without any specific plan at this point.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Vishal Manchanda,"Thanks for the opportunity and good evening, everyone.",2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Vishal Manchanda,"So, do we expect our U.S. formulation run rate to improve from here in the coming",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Vishal Manchanda,"So, like, I could see in your annual report that there is a sharp",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,I think CNS growth is also in line with India growth.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Vishal Manchanda,"And just one final one on the tax rate, if you could give a number, what should be the",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Vishal Manchanda,"And it should be there going forward, around 25%?",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Vivek Aggarwal,"My question, first question is related to Odomzo.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"Yes, at least in the U.S., I can comment.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We continue to see nice growth of Odomzo.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Vivek Aggarwal,"But the product was there in the market, right, from around 2017-18, right, or 18-19, right?",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I definitely think there's been improvement in execution with our sales team.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"It's not 100% overlap, but there is overlap between the customers, which will",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Vivek Aggarwal,"So just one more question on Leqselvi, right.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"I think with all three products, we will continue to see prior authorizations.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Vivek Aggarwal,So you are expecting a better coverage for Leqselvi against the competition?,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I think we are saying we expect at least parity coverage versus the competition.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Vivek Aggarwal,"And what is going to help you in, let's say, priority coverage over the competition?",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I think really the profile of the molecule.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We know from message testing that both clinicians,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Vivek Aggarwal,Next question is from Kunal Dhamesha from Macquarie.,3,Management Commentary
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,"But innovative business, we have given the detail, right?",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"I understand, but it is still included in the separate number that we have given for innovative",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"So, just to clarify, does the 311 million, does it include any milestone payment this quarter?",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,Since now we have seen some bit of Stelara,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We have not seen any major biosimilar first policies amongst payers.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"So, you don't expect also in the future that that could be the case, because just for the",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"Hard to predict the future, but we don't at this time based on our current discussions with payers",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"And the last one on the UNLOXCYT launch, I think we have suggested obviously it",5,New Business & Emerging Trends
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"And this long-term data, does it provide us with a clear differentiation versus the",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We believe it is very competitive and it is in the public domain.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Lakhan,Can you give some color on the Halol observations and,3,Management Commentary
SUNPHARMA,Pharma,Q1FY25,Management,Aalok Shanghvi,"So, we are engaging with the FDA on finding a resolution for Halol.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Lakhan,"Okay, but any timeline you have in mind over which you would expect a full resolution on this",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,We will need to wait for the agency to respond.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Lakhan,My second question was actually more of a clarification on the tariff announcement.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghavi,"It is post 232 investigation report, the government will decide",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Lakhan,"Just to follow up on that, from my understanding of what is happening with the EU deal is that",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"I think, my understanding is that EU deal also exempts pharma products.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Kirti Ganorkar,"Yes, I think what I can say is I cannot pinpoint to only one thing which is driving the growth.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Bino Pathiparampil,"Again, to an earlier question you answered 25%.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,"So, the tax rates have been moving up quarter on quarter during last year.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Tushar Manudhane,"Maybe I missed, but just if there is a revisit on the R&D cost as a percentage",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Tushar Manudhane,Because this quarter adjusting for the charge is 5.5.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"Yes, I mean we have three quarters to catch up.",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Tushar Manudhane,"And sir, subsequently further building on, it is adding the promotional marketing expenses",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"No, I think the key difference between how you look at and how we look at is that we look at",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Tushar Manudhane,"Sir, the reference as far as R&D spend is concerned, if it has to be so high, then at least if",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"So, that also will add to the cost because those are larger studies.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Alok Shanghvi,"So, we currently have three facilities that are under warning letter from the US FDA.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Tushar Manudhane,And reasonable to assume that the ANDAs awaiting US FDA approval would be,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Alok Shanghvi,"So, the decision to file the product from the facility would be a function of the compliance status",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Tushar Manudhane,"No, I was referring to the 119 ANDAs which await US FDA approval, those ANDAs?",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Surya Narayan Patra,"So, just one clarification about after settling this antitrust litigation, is it fair to",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,So it is there and we have given details in the annual report.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Surya Narayan Patra,"Second is about the Ilumya, for the new indication of psoriatic arthritis.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Dilip Shanghvi,"I mean, typically there is an approval timeline for a new indication.",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Surya Narayan Patra,And about the kind of formulary addition of this molecule.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We would expect to have similar access to what we have today for psoriasis.,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Management,Yogesh Soni,"So, another question that I have is I wanted to understand the Unloxcyt launch timeline.",5,New Business & Emerging Trends
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,We expect to launch in the second half of the fiscal year.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I don't think we provide that forward-looking guidance.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Anubhav Agarwal,"So, this 25% number, does it include the deferred",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,"So, we have to look at it all inclusive on a yearly basis, which will be at 25%.",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Anubhav Agarwal,"So, I am just trying to understand, is that difference dramatically?",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,"There will be a difference, but we don't share the exact details.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"So, on the question related to the formulary access for",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Kunal Dhamesha,"So, then is it also fair to kind of assume that the ramp-up could be much faster here?",1,Analyst Q&A
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,"Well, we should have far fewer free goods than we typically would have with a new launch.",5,New Business & Emerging Trends
SUNPHARMA,Pharma,Q1FY25,Analyst,"Yes.
Kunal Dhamesha","And then, while there is a second question, while there is an overall number of 30% of",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,That's something we will have to follow up on.,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Richard Ascroft,I am not aware if there is an age-related change,-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Abhishek Sharma,"There is no age relation, between the onset of psoriatic arthritis and",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Madhav,"Yes, just wanted to check the plan to file for the PsA indication by end of this calendar year.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Aditya,"So, thank you for taking my question and good evening, good morning to all of you.",2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Analyst,Aditya,"So, if I can ask, what led to a margin of 31.1%?",0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Aditya,Is it the low cost of raw materials or there has,0,Cost & Sales Performance
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,"Yes, there has been a mix of factors.",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Jayashree Satagopan,"As I was mentioning earlier, there is an improvement",-1,General Discussion
SUNPHARMA,Pharma,Q1FY25,Analyst,Abhishek Sharma,Thanks everyone for joining us at this late hour.,2,Business Opportunities
SUNPHARMA,Pharma,Q1FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q2FY25,Analyst,Corporate Office,"Sun House, 201 B/1, Western Express Highway, Goregaon (E), Mumbai - 400063",4,Performance Metrics
SUNPHARMA,Pharma,Q2FY25,Analyst,Abhishek Sharma,"Good evening, and a warm welcome to our second quarter FY26 Earnings Call.",2,Business Opportunities
